Time,wx,wy,wz,qx,qy,qz,q0,x,y,z,vx,vy,vz
6.111,0.00919043,0.00639411,131.02,0.00226504,0.000394192,0.996293,0.0859923,6.87084e+06,46543.5,0,-52.6274,7614.95,0
6.112,0.00825072,0.00792069,131.063,0.0022832,0.00024992,0.999785,0.0205874,6.87084e+06,46551.1,0,-52.636,7614.95,0
6.113,0.00712208,0.00926668,131.106,0.00229079,0.000104073,0.998988,-0.0449272,6.87084e+06,46558.7,0,-52.6446,7614.95,0
6.114,0.00583013,0.0104011,131.148,0.0022879,-4.28635e-05,0.993899,-0.11027,6.87084e+06,46566.4,0,-52.6532,7614.95,0
6.115,0.00440429,0.0112978,131.191,0.00227469,-0.000190369,0.984537,-0.175161,6.87084e+06,46574,0,-52.6618,7614.95,0
6.116,0.00287709,0.0119359,131.234,0.00225137,-0.000337884,0.970938,-0.239319,6.87084e+06,46581.6,0,-52.6704,7614.95,0
6.117,0.00128345,0.0123007,131.277,0.00221824,-0.000484812,0.953157,-0.302468,6.87084e+06,46589.2,0,-52.679,7614.95,0
6.118,-0.000340149,0.0123834,131.32,0.00217561,-0.000630513,0.931265,-0.364336,6.87084e+06,46596.8,0,-52.6876,7614.95,0
6.119,-0.00195647,0.0121819,131.363,0.00212385,-0.000774315,0.905353,-0.424654,6.87084e+06,46604.4,0,-52.6962,7614.95,0
6.12,-0.00352837,0.0117006,131.406,0.00206336,-0.000915513,0.875529,-0.48316,6.87084e+06,46612,0,-52.7048,7614.95,0
6.121,-0.00501969,0.0109502,131.449,0.00199453,-0.00105338,0.841918,-0.539601,6.87084e+06,46619.7,0,-52.7134,7614.95,0
6.122,-0.00639606,0.00994771,131.492,0.00191779,-0.00118716,0.80466,-0.593731,6.87084e+06,46627.3,0,-52.7221,7614.95,0
6.123,-0.00762568,0.00871598,131.535,0.00183355,-0.00131611,0.763915,-0.645313,6.87084e+06,46634.9,0,-52.7307,7614.95,0
6.124,-0.0086801,0.00728315,131.578,0.00174222,-0.00143949,0.719853,-0.694123,6.87084e+06,46642.5,0,-52.7393,7614.95,0
6.125,-0.00953484,0.00568202,131.621,0.00164421,-0.00155656,0.672663,-0.739945,6.87084e+06,46650.1,0,-52.7479,7614.95,0
6.126,-0.01017,0.00394937,131.664,0.0015399,-0.00166662,0.622546,-0.78258,6.87084e+06,46657.7,0,-52.7565,7614.95,0
6.127,-0.0105707,0.00212503,131.707,0.00142968,-0.00176902,0.569716,-0.821838,6.87084e+06,46665.4,0,-52.7651,7614.95,0
6.128,-0.0107275,0.000251033,131.75,0.0013139,-0.00186315,0.5144,-0.857548,6.87084e+06,46673,0,-52.7737,7614.95,0
6.129,-0.0106365,-0.00162937,131.793,0.00119294,-0.00194846,0.456834,-0.889549,6.87084e+06,46680.6,0,-52.7823,7614.95,0
6.13,-0.0102996,-0.00347271,131.836,0.00106714,-0.00202449,0.397267,-0.9177,6.87084e+06,46688.2,0,-52.7909,7614.95,0
6.131,-0.00972435,-0.00523631,131.879,0.000936884,-0.00209084,0.335955,-0.941875,6.87084e+06,46695.8,0,-52.7995,7614.95,0
6.132,-0.00892378,-0.00687927,131.922,0.000802534,-0.0021472,0.273163,-0.961965,6.87084e+06,46703.4,0,-52.8081,7614.95,0
6.133,-0.00791624,-0.00836342,131.965,0.000664489,-0.00219334,0.209163,-0.977878,6.87084e+06,46711,0,-52.8168,7614.95,0
6.134,-0.0067249,-0.0096542,132.008,0.000523168,-0.00222912,0.144232,-0.989541,6.87084e+06,46718.7,0,-52.8254,7614.95,0
6.135,-0.0053772,-0.0107215,132.051,0.000379026,-0.00225448,0.0786521,-0.9969,6.87084e+06,46726.3,0,-52.834,7614.95,0
6.136,-0.00390427,-0.0115403,132.094,0.000232555,-0.00226945,0.0127079,-0.999917,6.87084e+06,46733.9,0,-52.8426,7614.95,0
6.137,-0.00234019,-0.0120913,132.137,8.42903e-05,-0.00227411,-0.0533133,-0.998575,6.87084e+06,46741.5,0,-52.8512,7614.95,0
6.138,-0.000721227,-0.0123616,132.18,-6.51855e-05,-0.00226862,-0.119123,-0.992877,6.87084e+06,46749.1,0,-52.8598,7614.95,0
6.139,0.000915035,-0.0123445,132.223,-0.000215245,-0.00225318,-0.184435,-0.982842,6.87084e+06,46756.7,0,-52.8684,7614.95,0
6.14,0.00253053,-0.0120401,132.266,-0.000365214,-0.00222806,-0.248962,-0.968511,6.87084e+06,46764.3,0,-52.877,7614.95,0
6.141,0.00408763,-0.0114553,132.309,-0.000514379,-0.00219355,-0.312421,-0.949941,6.87084e+06,46772,0,-52.8856,7614.95,0
6.142,0.00555,-0.0106034,132.352,-0.00066199,-0.00214995,-0.374535,-0.92721,6.87084e+06,46779.6,0,-52.8942,7614.95,0
6.143,0.00688344,-0.00950404,132.395,-0.000807267,-0.00209759,-0.43503,-0.900413,6.87084e+06,46787.2,0,-52.9028,7614.95,0
6.144,0.00805672,-0.00818259,132.438,-0.000949416,-0.00203682,-0.493638,-0.869664,6.87084e+06,46794.8,0,-52.9115,7614.95,0
6.145,0.00904231,-0.00666968,132.482,-0.00108763,-0.00196796,-0.550103,-0.835094,6.87084e+06,46802.4,0,-52.9201,7614.95,0
6.146,0.00981698,-0.00500049,132.525,-0.00122112,-0.00189135,-0.604173,-0.79685,6.87084e+06,46810,0,-52.9287,7614.95,0
6.147,0.0103624,-0.00321387,132.568,-0.00134909,-0.00180732,-0.65561,-0.755096,6.87084e+06,46817.7,0,-52.9373,7614.95,0
6.148,0.0106657,-0.00135151,132.611,-0.0014708,-0.00171618,-0.704184,-0.710014,6.87084e+06,46825.3,0,-52.9459,7614.95,0
6.149,0.0107194,0.000543096,132.654,-0.00158553,-0.00161823,-0.74968,-0.661796,6.87084e+06,46832.9,0,-52.9545,7614.95,0
6.15,0.0105221,0.00242559,132.697,-0.00169264,-0.00151378,-0.791895,-0.610654,6.87084e+06,46840.5,0,-52.9631,7614.95,0
6.151,0.0100781,0.00425184,132.74,-0.00179153,-0.00140313,-0.830638,-0.556807,6.87084e+06,46848.1,0,-52.9717,7614.95,0
6.152,0.00939764,0.00597898,132.784,-0.00188168,-0.00128659,-0.865738,-0.500492,6.87084e+06,46855.7,0,-52.9803,7614.95,0
6.153,0.00849643,0.00756636,132.827,-0.00196266,-0.00116448,-0.897035,-0.441954,6.87084e+06,46863.3,0,-52.9889,7614.95,0
6.154,0.00739542,0.00897659,132.87,-0.0020341,-0.00103714,-0.924387,-0.381448,6.87084e+06,46871,0,-52.9975,7614.95,0
6.155,0.00612029,0.0101764,132.913,-0.00209572,-0.000904941,-0.947671,-0.319241,6.87084e+06,46878.6,0,-53.0061,7614.95,0
6.156,0.00470085,0.0111372,132.956,-0.00214735,-0.000768292,-0.966779,-0.255603,6.87084e+06,46886.2,0,-53.0148,7614.95,0
6.157,0.00317036,0.0118364,132.999,-0.00218886,-0.000627641,-0.981623,-0.190816,6.87084e+06,46893.8,0,-53.0234,7614.95,0
6.158,0.00156473,0.0122571,133.043,-0.00222023,-0.000483486,-0.992133,-0.125165,6.87084e+06,46901.4,0,-53.032,7614.95,0
6.159,-7.82717e-05,0.0123893,133.086,-0.00224148,-0.000336375,-0.998259,-0.0589389,6.87084e+06,46909,0,-53.0406,7614.95,0
6.16,-0.00171996,0.0122294,133.129,-0.0022527,-0.000186912,-0.999969,0.00756961,6.87084e+06,46916.6,0,-53.0492,7614.95,0
6.161,-0.0033216,0.011781,133.172,-0.00225404,-3.57528e-05,-0.997251,0.0740661,6.87084e+06,46924.3,0,-53.0578,7614.95,0
6.162,-0.00484536,0.0110543,133.216,-0.00224568,0.000116395,-0.990113,0.140256,6.87084e+06,46931.9,0,-53.0664,7614.95,0
6.163,-0.00625517,0.0100664,133.259,-0.00222783,0.000268777,-0.978582,0.205845,6.87084e+06,46939.5,0,-53.075,7614.95,0
6.164,-0.0075176,0.00884022,133.302,-0.00220071,0.000420603,-0.962705,0.270543,6.87084e+06,46947.1,0,-53.0836,7614.95,0
6.165,-0.00860264,0.00740458,133.345,-0.00216457,0.000571051,-0.942549,0.33406,6.87084e+06,46954.7,0,-53.0922,7614.95,0
6.166,-0.00948446,0.00579326,133.388,-0.00211967,0.00071928,-0.918199,0.396113,6.87084e+06,46962.3,0,-53.1008,7614.95,0
6.167,-0.010142,0.00404423,133.432,-0.00206624,0.000864444,-0.889759,0.456426,6.87084e+06,46969.9,0,-53.1095,7614.95,0
6.168,-0.0105594,0.00219881,133.475,-0.00200453,0.0010057,-0.857351,0.514727,6.87084e+06,46977.6,0,-53.1181,7614.95,0
6.169,-0.0107265,0.00030066,133.518,-0.00193477,0.00114223,-0.821116,0.570756,6.87084e+06,46985.2,0,-53.1267,7614.95,0
6.17,-0.0106393,-0.00160523,133.562,-0.0018572,0.00127324,-0.781212,0.624261,6.87084e+06,46992.8,0,-53.1353,7614.95,0
6.171,-0.0102994,-0.00347363,133.605,-0.00177204,0.00139798,-0.737813,0.675001,6.87084e+06,47000.4,0,-53.1439,7614.95,0
6.172,-0.00971467,-0.0052601,133.648,-0.00167952,0.00151578,-0.691109,0.722747,6.87084e+06,47008,0,-53.1525,7614.95,0
6.173,-0.00889885,-0.0069221,133.691,-0.00157988,0.001626,-0.641306,0.767282,6.87084e+06,47015.6,0,-53.1611,7614.95,0
6.174,-0.0078711,-0.00841998,133.735,-0.00147337,0.0017281,-0.588622,0.808405,6.87084e+06,47023.3,0,-53.1697,7614.95,0
6.175,-0.00665565,-0.00971792,133.778,-0.00136027,0.0018216,-0.533291,0.845929,6.87084e+06,47030.9,0,-53.1783,7614.95,0
6.176,-0.00528129,-0.0107848,133.821,-0.00124087,0.00190611,-0.475558,0.879682,6.87084e+06,47038.5,0,-53.1869,7614.95,0
6.177,-0.00378062,-0.011595,133.865,-0.00111554,0.00198132,-0.415677,0.909509,6.87084e+06,47046.1,0,-53.1955,7614.95,0
6.178,-0.0021893,-0.0121289,133.908,-0.000984651,0.00204701,-0.353916,0.935274,6.87084e+06,47053.7,0,-53.2042,7614.95,0
6.179,-0.000545224,-0.0123736,133.951,-0.000848659,0.00210302,-0.29055,0.956857,6.87084e+06,47061.3,0,-53.2128,7614.95,0
6.18,0.0011124,-0.0123228,133.995,-0.000708067,0.00214927,-0.22586,0.974157,6.87084e+06,47068.9,0,-53.2214,7614.95,0
6.181,0.00274398,-0.0119776,134.038,-0.00056344,0.00218573,-0.160136,0.987092,6.87084e+06,47076.6,0,-53.23,7614.95,0
6.182,0.00431046,-0.0113458,134.082,-0.000415404,0.00221243,-0.0936721,0.995601,6.87084e+06,47084.2,0,-53.2386,7614.95,0
6.183,0.00577432,-0.0104424,134.125,-0.000264646,0.00222944,-0.0267658,0.999639,6.87084e+06,47091.8,0,-53.2472,7614.95,0
6.184,0.0071004,-0.00928873,134.168,-0.000111907,0.00223687,0.0402824,0.999186,6.87084e+06,47099.4,0,-53.2558,7614.95,0
6.185,0.0082568,-0.00791212,134.212,4.20221e-05,0.00223485,0.107171,0.994238,6.87084e+06,47107,0,-53.2644,7614.95,0
6.186,0.00921563,-0.0063454,134.255,0.000196311,0.00222351,0.173599,0.984814,6.87084e+06,47114.6,0,-53.273,7614.95,0
6.187,0.00995371,-0.00462597,134.298,0.000350101,0.00220301,0.239266,0.970951,6.87084e+06,47122.2,0,-53.2816,7614.95,0
6.188,0.0104531,-0.00279494,134.342,0.000502513,0.0021735,0.303877,0.952709,6.87084e+06,47129.9,0,-53.2902,7614.95,0
6.189,0.0107016,-0.000896193,134.385,0.000652666,0.00213513,0.367138,0.930164,6.87084e+06,47137.5,0,-53.2989,7614.95,0
6.19,0.0106929,0.0010247,134.429,0.000799687,0.00208803,0.428762,0.903415,6.87083e+06,47145.1,0,-53.3075,7614.95,0
6.191,0.0104271,0.00292157,134.472,0.000942729,0.00203236,0.488471,0.872577,6.87083e+06,47152.7,0,-53.3161,7614.95,0
6.192,0.00991025,0.00474873,134.516,0.00108098,0.00196825,0.545992,0.837788,6.87083e+06,47160.3,0,-53.3247,7614.95,0
6.193,0.00915459,0.00646212,134.559,0.00121367,0.00189584,0.601063,0.799199,6.87083e+06,47167.9,0,-53.3333,7614.95,0
6.194,0.0081781,0.00802035,134.603,0.00134009,0.00181529,0.653432,0.756982,6.87083e+06,47175.6,0,-53.3419,7614.95,0
6.195,0.0070041,0.00938569,134.646,0.00145961,0.00172676,0.70286,0.711325,6.87083e+06,47183.2,0,-53.3505,7614.95,0
6.196,0.00566073,0.010525,134.689,0.00157166,0.00163045,0.74912,0.66243,6.87083e+06,47190.8,0,-53.3591,7614.95,0
6.197,0.00418027,0.0114106,134.733,0.00167575,0.0015266,0.791999,0.610518,6.87083e+06,47198.4,0,-53.3677,7614.95,0
6.198,0.00259834,0.0120208,134.776,0.00177147,0.00141547,0.8313,0.555819,6.87083e+06,47206,0,-53.3763,7614.95,0
6.199,0.000953095,0.0123406,134.82,0.00185849,0.00129738,0.866841,0.49858,6.87083e+06,47213.6,0,-53.3849,7614.95,0
6.2,-0.000715734,0.0123619,134.863,0.00193656,0.00117274,0.898456,0.439058,6.87083e+06,47221.2,0,-53.3936,7614.95,0
6.201,-0.00236777,0.0120841,134.907,0.00200547,0.00104198,0.925998,0.377522,6.87083e+06,47228.9,0,-53.4022,7614.95,0
6.202,-0.00396299,0.0115135,134.95,0.0020651,0.000905618,0.949338,0.314249,6.87083e+06,47236.5,0,-53.4108,7614.95,0
6.203,-0.00546266,0.0106636,134.994,0.00211538,0.000764247,0.968366,0.249526,6.87083e+06,47244.1,0,-53.4194,7614.95,0
6.204,-0.00683034,0.0095549,135.037,0.00215627,0.00061852,0.98299,0.183645,6.87083e+06,47251.7,0,-53.428,7614.95,0
6.205,-0.00803269,0.00821392,135.081,0.00218777,0.000469155,0.99314,0.116907,6.87083e+06,47259.3,0,-53.4366,7614.95,0
6.206,-0.00904036,0.00667306,135.124,0.0022099,0.000316929,0.998766,0.0496145,6.87083e+06,47266.9,0,-53.4452,7614.95,0
6.207,-0.00982869,0.00496955,135.168,0.0022227,0.000162668,0.999837,-0.0179262,6.87083e+06,47274.5,0,-53.4538,7614.95,0
6.208,-0.0103783,0.00314467,135.212,0.00222621,7.23818e-06,0.996344,-0.0854069,6.87083e+06,47282.2,0,-53.4624,7614.95,0
6.209,-0.0106755,0.00124269,135.255,0.00222049,-0.000148469,0.988298,-0.152519,6.87083e+06,47289.8,0,-53.471,7614.95,0
6.21,-0.010713,-0.000690144,135.299,0.00220559,-0.000303548,0.975732,-0.218956,6.87083e+06,47297.4,0,-53.4796,7614.95,0
6.211,-0.0104895,-0.00260679,135.342,0.00218153,-0.000457093,0.9587,-0.284412,6.87083e+06,47305,0,-53.4882,7614.95,0
6.212,-0.0100102,-0.0044605,135.386,0.00214837,-0.000608215,0.937273,-0.348588,6.87083e+06,47312.6,0,-53.4969,7614.95,0
6.213,-0.00928653,-0.00620599,135.429,0.00210614,-0.000756051,0.911548,-0.411188,6.87083e+06,47320.2,0,-53.5055,7614.95,0
6.214,-0.00833599,-0.00780056,135.473,0.00205489,-0.00089978,0.881637,-0.471924,6.87083e+06,47327.9,0,-53.5141,7614.95,0
6.215,-0.00718155,-0.00920512,135.517,0.00199468,-0.00103863,0.847673,-0.530515,6.87083e+06,47335.5,0,-53.5227,7614.95,0
6.216,-0.00585122,-0.0103851,135.56,0.00192558,-0.0011719,0.809808,-0.58669,6.87083e+06,47343.1,0,-53.5313,7614.95,0
6.217,-0.00437737,-0.0113116,135.604,0.0018477,-0.00129895,0.768213,-0.64019,6.87083e+06,47350.7,0,-53.5399,7614.95,0
6.218,-0.00279593,-0.0119615,135.647,0.0017612,-0.00141921,0.723075,-0.690765,6.87083e+06,47358.3,0,-53.5485,7614.95,0
6.219,-0.00114553,-0.0123187,135.691,0.00166625,-0.00153219,0.674599,-0.738181,6.87083e+06,47365.9,0,-53.5571,7614.95,0
6.22,0.000533476,-0.0123742,135.735,0.00156312,-0.00163747,0.623003,-0.782216,6.87083e+06,47373.5,0,-53.5657,7614.95,0
6.221,0.00219993,-0.0121263,135.778,0.00145212,-0.0017347,0.568522,-0.822665,6.87083e+06,47381.2,0,-53.5743,7614.95,0
6.222,0.00381295,-0.0115808,135.822,0.00133364,-0.0018236,0.511405,-0.859337,6.87083e+06,47388.8,0,-53.5829,7614.95,0
6.223,0.00533287,-0.0107509,135.866,0.00120814,-0.00190395,0.451913,-0.892059,6.87083e+06,47396.4,0,-53.5916,7614.95,0
6.224,0.00672227,-0.00965652,135.909,0.00107616,-0.00197557,0.390317,-0.920678,6.87083e+06,47404,0,-53.6002,7614.95,0
6.225,0.00794686,-0.00832446,135.953,0.00093832,-0.00203834,0.3269,-0.945056,6.87083e+06,47411.6,0,-53.6088,7614.95,0
6.226,0.00897637,-0.00678722,135.997,0.000795308,-0.00209213,0.261953,-0.965078,6.87083e+06,47419.2,0,-53.6174,7614.95,0
6.227,0.00978528,-0.00508243,136.04,0.000647878,-0.00213689,0.195774,-0.980646,6.87083e+06,47426.8,0,-53.626,7614.95,0
6.228,0.0103534,-0.00325192,136.084,0.000496843,-0.00217254,0.128669,-0.991685,6.87083e+06,47434.5,0,-53.6346,7614.95,0
6.229,0.0106666,-0.00134069,136.128,0.000343063,-0.00219901,0.0609474,-0.998138,6.87083e+06,47442.1,0,-53.6432,7614.95,0
6.23,0.0107169,0.000604206,136.171,0.000187432,-0.00221626,-0.00707846,-0.999972,6.87083e+06,47449.7,0,-53.6518,7614.95,0
6.231,0.0105027,0.00253482,136.215,3.0867e-05,-0.00222422,-0.0750933,-0.997174,6.87083e+06,47457.3,0,-53.6604,7614.95,0
6.232,0.0100291,0.00440345,136.259,-0.000125711,-0.00222282,-0.142782,-0.989752,6.87083e+06,47464.9,0,-53.669,7614.95,0
6.233,0.00930751,0.00616388,136.303,-0.000281387,-0.002212,-0.20983,-0.977735,6.87083e+06,47472.5,0,-53.6776,7614.95,0
6.234,0.00835562,0.00777247,136.346,-0.000435268,-0.00219169,-0.275925,-0.961177,6.87083e+06,47480.2,0,-53.6863,7614.95,0
6.235,0.00719671,0.00918929,136.39,-0.000586496,-0.00216183,-0.34076,-0.940148,6.87083e+06,47487.8,0,-53.6949,7614.95,0
6.236,0.00585927,0.0103791,136.434,-0.00073426,-0.00212238,-0.404031,-0.914742,6.87083e+06,47495.4,0,-53.7035,7614.95,0
6.237,0.00437626,0.0113121,136.478,-0.000877805,-0.00207332,-0.465444,-0.885074,6.87083e+06,47503,0,-53.7121,7614.95,0
6.238,0.00278431,0.0119651,136.521,-0.00101644,-0.00201466,-0.52471,-0.851278,6.87083e+06,47510.6,0,-53.7207,7614.95,0
6.239,0.00112279,0.0123215,136.565,-0.00114953,-0.00194646,-0.581552,-0.813506,6.87083e+06,47518.2,0,-53.7293,7614.95,0
6.24,-0.000567122,0.0123722,136.609,-0.00127654,-0.00186882,-0.635702,-0.771931,6.87083e+06,47525.8,0,-53.7379,7614.95,0
6.241,-0.00224349,0.0121156,136.653,-0.00139696,-0.00178193,-0.686905,-0.726744,6.87083e+06,47533.5,0,-53.7465,7614.95,0
6.242,-0.00386463,0.0115579,136.697,-0.00151039,-0.00168603,-0.734919,-0.678151,6.87083e+06,47541.1,0,-53.7551,7614.95,0
6.243,-0.00539019,0.0107126,136.74,-0.00161646,-0.00158144,-0.779518,-0.626376,6.87083e+06,47548.7,0,-53.7637,7614.95,0
6.244,-0.00678211,0.00960052,136.784,-0.00171486,-0.00146856,-0.820489,-0.571658,6.87083e+06,47556.3,0,-53.7723,7614.94,0
6.245,-0.00800561,0.00824902,136.828,-0.00180534,-0.0013479,-0.857637,-0.514251,6.87083e+06,47563.9,0,-53.781,7614.94,0
6.246,-0.00903005,0.00669156,136.872,-0.00188767,-0.00122002,-0.890785,-0.454419,6.87083e+06,47571.5,0,-53.7896,7614.94,0
6.247,-0.00982969,0.00496679,136.916,-0.00196165,-0.00108558,-0.919774,-0.392441,6.87083e+06,47579.1,0,-53.7982,7614.94,0
6.248,-0.0103844,0.00311758,136.959,-0.0020271,-0.000945313,-0.944465,-0.328606,6.87083e+06,47586.8,0,-53.8068,7614.94,0
6.249,-0.01068,0.00118995,137.003,-0.00208386,-0.000800003,-0.964736,-0.263209,6.87083e+06,47594.4,0,-53.8154,7614.94,0
6.25,-0.010709,-0.000768013,137.047,-0.00213175,-0.000650499,-0.98049,-0.196558,6.87083e+06,47602,0,-53.824,7614.94,0
6.251,-0.0104703,-0.0027074,137.091,-0.00217061,-0.000497691,-0.991647,-0.128962,6.87083e+06,47609.6,0,-53.8326,7614.94,0
6.252,-0.00996967,-0.00457969,137.135,-0.00220027,-0.000342491,-0.998151,-0.0607399,6.87083e+06,47617.2,0,-53.8412,7614.94,0
6.253,-0.00921938,-0.00633796,137.179,-0.00222055,-0.000185827,-0.999967,0.0077898,6.87083e+06,47624.8,0,-53.8498,7614.94,0
6.254,-0.008238,-0.00793807,137.223,-0.00223126,-2.86223e-05,-0.997082,0.0763048,6.87083e+06,47632.5,0,-53.8584,7614.94,0
6.255,-0.00704987,-0.00933978,137.266,-0.00223224,0.000128216,-0.989505,0.144483,6.87083e+06,47640.1,0,-53.867,7614.94,0
6.256,-0.0056846,-0.0105078,137.31,-0.00222332,0.000283811,-0.977267,0.212002,6.87083e+06,47647.7,0,-53.8756,7614.94,0
6.257,-0.00417627,-0.0114125,137.354,-0.00220435,0.000437327,-0.960421,0.278544,6.87083e+06,47655.3,0,-53.8843,7614.94,0
6.258,-0.00256261,-0.0120309,137.398,-0.0021752,0.000587981,-0.939042,0.343795,6.87083e+06,47662.9,0,-53.8929,7614.94,0
6.259,-0.000884062,-0.0123473,137.442,-0.00213579,0.000735047,-0.913227,0.407444,6.87083e+06,47670.5,0,-53.9015,7614.94,0
6.26,0.000817238,-0.0123535,137.486,-0.00208609,0.000877859,-0.883094,0.469191,6.87083e+06,47678.1,0,-53.9101,7614.94,0
6.261,0.00249852,-0.0120489,137.53,-0.00202612,0.00101582,-0.84878,0.528742,6.87083e+06,47685.8,0,-53.9187,7614.94,0
6.262,0.00411745,-0.0114409,137.574,-0.00195598,0.00114839,-0.810444,0.585812,6.87083e+06,47693.4,0,-53.9273,7614.94,0
6.263,0.00563318,-0.0105446,137.618,-0.00187585,0.0012751,-0.768263,0.640131,6.87083e+06,47701,0,-53.9359,7614.94,0
6.264,0.00700743,-0.00938225,137.662,-0.00178599,0.00139552,-0.722433,0.691438,6.87083e+06,47708.6,0,-53.9445,7614.94,0
6.265,0.0082054,-0.00798294,137.706,-0.00168675,0.00150928,-0.673167,0.739487,6.87083e+06,47716.2,0,-53.9531,7614.94,0
6.266,0.00919669,-0.00638174,137.75,-0.00157857,0.00161604,-0.620697,0.784047,6.87083e+06,47723.8,0,-53.9617,7614.94,0
6.267,0.00995607,-0.00461889,137.794,-0.00146199,0.0017155,-0.565267,0.824905,6.87083e+06,47731.4,0,-53.9703,7614.94,0
6.268,0.0104641,-0.00273878,137.837,-0.00133762,0.00180736,-0.507137,0.861862,6.87083e+06,47739.1,0,-53.979,7614.94,0
6.269,0.0107078,-0.000788834,137.881,-0.00120617,0.00189135,-0.446582,0.89474,6.87083e+06,47746.7,0,-53.9876,7614.94,0
6.27,0.0106807,0.00118169,137.925,-0.00106841,0.00196721,-0.383886,0.923378,6.87083e+06,47754.3,0,-53.9962,7614.94,0
6.271,0.0103831,0.00312291,137.969,-0.000925156,0.00203465,-0.319345,0.947636,6.87083e+06,47761.9,0,-54.0048,7614.94,0
6.272,0.00982249,0.00498565,138.013,-0.000777294,0.0020934,-0.253265,0.967394,6.87083e+06,47769.5,0,-54.0134,7614.94,0
6.273,0.0090127,0.0067226,138.057,-0.000625721,0.00214318,-0.185959,0.982555,6.87083e+06,47777.1,0,-54.022,7614.94,0
6.274,0.00797407,0.00828959,138.101,-0.000471359,0.0021837,-0.117745,0.993041,6.87083e+06,47784.7,0,-54.0306,7614.94,0
6.275,0.00673273,0.0096467,138.145,-0.000315125,0.00221466,-0.048949,0.998799,6.87083e+06,47792.4,0,-54.0392,7614.94,0
6.276,0.00532002,0.0107593,138.19,-0.000157927,0.00223578,0.0201026,0.999795,6.87083e+06,47800,0,-54.0478,7614.94,0
6.277,0.00377167,0.0115987,138.234,-6.43493e-07,0.00224677,0.0890803,0.996022,6.87083e+06,47807.6,0,-54.0564,7614.94,0
6.278,0.00212693,0.0121436,138.278,0.000155885,0.00224739,0.157655,0.987492,6.87083e+06,47815.2,0,-54.065,7614.94,0
6.279,0.000427555,0.0123796,138.322,0.000310864,0.00223741,0.225498,0.974241,6.87083e+06,47822.8,0,-54.0737,7614.94,0
6.28,-0.00128324,0.0123005,138.366,0.000463552,0.00221666,0.292284,0.956329,6.87083e+06,47830.4,0,-54.0823,7614.94,0
6.281,-0.00296189,0.011908,138.41,0.000613266,0.002185,0.357694,0.933836,6.87083e+06,47838.1,0,-54.0909,7614.94,0
6.282,-0.00456556,0.0112119,138.454,0.00075938,0.00214239,0.421412,0.906866,6.87083e+06,47845.7,0,-54.0995,7614.94,0
6.283,-0.00605328,0.0102295,138.498,0.000901325,0.00208885,0.483132,0.875545,6.87083e+06,47853.3,0,-54.1081,7614.94,0
6.284,-0.00738695,0.00898566,138.542,0.00103858,0.00202449,0.542556,0.840016,6.87083e+06,47860.9,0,-54.1167,7614.94,0
6.285,-0.00853238,0.00751195,138.586,0.00117068,0.00194952,0.599397,0.800449,6.87083e+06,47868.5,0,-54.1253,7614.94,0
6.286,-0.0094601,0.0058458,138.63,0.00129719,0.00186423,0.65338,0.757027,6.87083e+06,47876.1,0,-54.1339,7614.94,0
6.287,-0.0101462,0.00402963,138.674,0.00141771,0.00176903,0.704242,0.709956,6.87083e+06,47883.7,0,-54.1425,7614.94,0
6.288,-0.0105728,0.00210976,138.718,0.00153184,0.00166442,0.751737,0.659459,6.87083e+06,47891.4,0,-54.1511,7614.94,0
6.289,-0.0107289,0.000135269,138.763,0.00163924,0.00155098,0.795632,0.605775,6.87083e+06,47899,0,-54.1597,7614.94,0
6.29,-0.0106101,-0.00184331,138.807,0.00173951,0.00142939,0.835714,0.54916,6.87083e+06,47906.6,0,-54.1684,7614.94,0
6.291,-0.0102193,-0.00377526,138.851,0.00183231,0.00130038,0.871785,0.489884,6.87083e+06,47914.2,0,-54.177,7614.94,0
6.292,-0.00956615,-0.00561095,138.895,0.00191724,0.00116476,0.903668,0.428228,6.87083e+06,47921.8,0,-54.1856,7614.94,0
6.293,-0.00866723,-0.00730319,138.939,0.00199393,0.0010234,0.931205,0.364489,6.87083e+06,47929.4,0,-54.1942,7614.94,0
6.294,-0.00754539,-0.00880836,138.983,0.00206198,0.00087716,0.954259,0.298971,6.87083e+06,47937,0,-54.2028,7614.94,0
6.295,-0.00622925,-0.0100876,139.027,0.00212098,0.000726955,0.972716,0.23199,6.87083e+06,47944.7,0,-54.2114,7614.94,0
6.296,-0.00475248,-0.0111078,139.072,0.00217053,0.000573684,0.98648,0.163867,6.87083e+06,47952.3,0,-54.22,7614.94,0
6.297,-0.00315293,-0.0118424,139.116,0.00221023,0.000418238,0.995481,0.0949308,6.87083e+06,47959.9,0,-54.2286,7614.94,0
6.298,-0.00147168,-0.0122723,139.16,0.0022397,0.000261481,0.999672,0.0255136,6.87083e+06,47967.5,0,-54.2372,7614.94,0
6.299,0.000248013,-0.0123861,139.204,0.00225857,0.000104245,0.999027,-0.0440492,6.87083e+06,47975.1,0,-54.2458,7614.94,0
6.3,0.00196186,-0.0121805,139.248,0.00226653,-5.26852e-05,0.993544,-0.113421,6.87083e+06,47982.7,0,-54.2544,7614.94,0
6.301,0.00362562,-0.0116606,139.293,0.0022633,-0.000208571,0.983247,-0.182265,6.87083e+06,47990.4,0,-54.263,7614.94,0
