Time,wx,wy,wz,qx,qy,qz,q0,x,y,z,vx,vy,vz
2.102,0.0105426,0.00230666,15.5111,-0.00204297,0.00109304,-0.750917,0.660393,6.87098e+06,16014.7,0,-18.1093,7615.15,0
2.103,0.0105051,0.00252442,15.5259,-0.00203009,0.00110565,-0.745772,0.666197,6.87098e+06,16022.3,0,-18.1179,7615.15,0
2.104,0.0104642,0.00274158,15.5406,-0.002017,0.0011183,-0.740578,0.671966,6.87098e+06,16029.9,0,-18.1265,7615.15,0
2.105,0.0104199,0.00295805,15.5554,-0.00200372,0.00113099,-0.735335,0.6777,6.87098e+06,16037.5,0,-18.1351,7615.15,0
2.106,0.0103722,0.00317378,15.5702,-0.00199025,0.00114371,-0.730041,0.683399,6.87098e+06,16045.2,0,-18.1437,7615.15,0
2.107,0.0103211,0.00338868,15.5849,-0.00197658,0.00115647,-0.724699,0.689062,6.87098e+06,16052.8,0,-18.1523,7615.15,0
2.108,0.0102665,0.0036027,15.5997,-0.00196272,0.00116926,-0.719308,0.694688,6.87098e+06,16060.4,0,-18.161,7615.15,0
2.109,0.0102087,0.00381574,15.6145,-0.00194868,0.00118209,-0.713867,0.700277,6.87098e+06,16068,0,-18.1696,7615.15,0
2.11,0.0101474,0.00402775,15.6293,-0.00193446,0.00119496,-0.708378,0.705829,6.87098e+06,16075.6,0,-18.1782,7615.15,0
2.111,0.0100828,0.00423864,15.6441,-0.00192005,0.00120787,-0.702841,0.711343,6.87098e+06,16083.2,0,-18.1868,7615.15,0
2.112,0.0100148,0.00444835,15.659,-0.00190547,0.00122082,-0.697255,0.716819,6.87098e+06,16090.9,0,-18.1954,7615.15,0
2.113,0.00994345,0.00465681,15.6738,-0.00189071,0.0012338,-0.691622,0.722256,6.87098e+06,16098.5,0,-18.204,7615.15,0
2.114,0.00986879,0.00486393,15.6886,-0.00187579,0.00124682,-0.68594,0.727654,6.87098e+06,16106.1,0,-18.2126,7615.15,0
2.115,0.00979083,0.00506966,15.7034,-0.00186069,0.00125989,-0.680211,0.733013,6.87098e+06,16113.7,0,-18.2212,7615.15,0
2.116,0.00970958,0.00527391,15.7183,-0.00184543,0.00127298,-0.674435,0.738331,6.87098e+06,16121.3,0,-18.2298,7615.15,0
2.117,0.00962505,0.00547661,15.7331,-0.00183,0.00128612,-0.668612,0.743608,6.87098e+06,16128.9,0,-18.2385,7615.15,0
2.118,0.00953726,0.0056777,15.748,-0.00181442,0.0012993,-0.662741,0.748845,6.87098e+06,16136.5,0,-18.2471,7615.15,0
2.119,0.00944623,0.0058771,15.7629,-0.00179868,0.00131251,-0.656825,0.75404,6.87098e+06,16144.2,0,-18.2557,7615.15,0
2.12,0.00935198,0.00607474,15.7777,-0.00178279,0.00132576,-0.650861,0.759193,6.87098e+06,16151.8,0,-18.2643,7615.15,0
2.121,0.00925454,0.00627055,15.7926,-0.00176675,0.00133904,-0.644852,0.764304,6.87098e+06,16159.4,0,-18.2729,7615.15,0
2.122,0.00915393,0.00646446,15.8075,-0.00175056,0.00135236,-0.638797,0.769372,6.87098e+06,16167,0,-18.2815,7615.15,0
2.123,0.00905018,0.0066564,15.8224,-0.00173423,0.00136572,-0.632696,0.774397,6.87098e+06,16174.6,0,-18.2901,7615.15,0
2.124,0.0089433,0.00684629,15.8373,-0.00171776,0.00137911,-0.62655,0.779378,6.87098e+06,16182.2,0,-18.2987,7615.15,0
2.125,0.00883333,0.00703408,15.8522,-0.00170116,0.00139254,-0.620359,0.784315,6.87098e+06,16189.8,0,-18.3073,7615.15,0
2.126,0.0087203,0.00721968,15.8671,-0.00168442,0.00140599,-0.614123,0.789208,6.87098e+06,16197.5,0,-18.316,7615.15,0
2.127,0.00860423,0.00740303,15.882,-0.00166756,0.00141948,-0.607842,0.794055,6.87098e+06,16205.1,0,-18.3246,7615.15,0
2.128,0.00848516,0.00758406,15.897,-0.00165057,0.00143301,-0.601517,0.798857,6.87098e+06,16212.7,0,-18.3332,7615.15,0
2.129,0.00836312,0.00776271,15.9119,-0.00163345,0.00144656,-0.595149,0.803613,6.87098e+06,16220.3,0,-18.3418,7615.15,0
2.13,0.00823813,0.0079389,15.9269,-0.00161622,0.00146014,-0.588737,0.808322,6.87098e+06,16227.9,0,-18.3504,7615.15,0
2.131,0.00811024,0.00811258,15.9418,-0.00159888,0.00147374,-0.582281,0.812985,6.87098e+06,16235.5,0,-18.359,7615.15,0
2.132,0.00797949,0.00828366,15.9568,-0.00158142,0.00148738,-0.575782,0.8176,6.87098e+06,16243.2,0,-18.3676,7615.15,0
2.133,0.0078459,0.00845209,15.9717,-0.00156386,0.00150104,-0.569241,0.822168,6.87098e+06,16250.8,0,-18.3762,7615.15,0
2.134,0.00770951,0.00861781,15.9867,-0.00154619,0.00151472,-0.562657,0.826687,6.87098e+06,16258.4,0,-18.3848,7615.15,0
2.135,0.00757037,0.00878074,16.0017,-0.00152842,0.00152842,-0.556031,0.831159,6.87098e+06,16266,0,-18.3935,7615.15,0
2.136,0.00742851,0.00894082,16.0167,-0.00151056,0.00154215,-0.549364,0.835581,6.87098e+06,16273.6,0,-18.4021,7615.15,0
2.137,0.00728398,0.00909799,16.0317,-0.0014926,0.00155589,-0.542655,0.839953,6.87098e+06,16281.2,0,-18.4107,7615.15,0
2.138,0.00713681,0.0092522,16.0466,-0.00147455,0.00156965,-0.535904,0.844276,6.87098e+06,16288.8,0,-18.4193,7615.15,0
2.139,0.00698706,0.00940337,16.0617,-0.00145642,0.00158342,-0.529113,0.848549,6.87098e+06,16296.5,0,-18.4279,7615.15,0
2.14,0.00683476,0.00955144,16.0767,-0.0014382,0.00159721,-0.522282,0.85277,6.87098e+06,16304.1,0,-18.4365,7615.15,0
2.141,0.00667996,0.00969636,16.0917,-0.00141991,0.00161101,-0.51541,0.856941,6.87098e+06,16311.7,0,-18.4451,7615.15,0
2.142,0.00652272,0.00983807,16.1067,-0.00140154,0.00162481,-0.508499,0.86106,6.87098e+06,16319.3,0,-18.4537,7615.15,0
2.143,0.00636306,0.0099765,16.1218,-0.0013831,0.00163862,-0.501548,0.865127,6.87098e+06,16326.9,0,-18.4623,7615.15,0
2.144,0.00620106,0.0101116,16.1368,-0.00136459,0.00165244,-0.494558,0.869142,6.87098e+06,16334.5,0,-18.4709,7615.15,0
2.145,0.00603674,0.0102433,16.1518,-0.00134602,0.00166625,-0.487529,0.873104,6.87098e+06,16342.2,0,-18.4796,7615.15,0
2.146,0.00587018,0.0103716,16.1669,-0.00132739,0.00168007,-0.480462,0.877013,6.87098e+06,16349.8,0,-18.4882,7615.15,0
2.147,0.00570141,0.0104964,16.182,-0.0013087,0.00169388,-0.473357,0.880868,6.87098e+06,16357.4,0,-18.4968,7615.15,0
2.148,0.00553049,0.0106176,16.197,-0.00128996,0.00170769,-0.466215,0.884669,6.87098e+06,16365,0,-18.5054,7615.15,0
2.149,0.00535748,0.0107352,16.2121,-0.00127116,0.00172149,-0.459035,0.888415,6.87098e+06,16372.6,0,-18.514,7615.15,0
2.15,0.00518243,0.0108492,16.2272,-0.00125232,0.00173527,-0.451819,0.892107,6.87098e+06,16380.2,0,-18.5226,7615.15,0
2.151,0.00500539,0.0109595,16.2423,-0.00123344,0.00174905,-0.444566,0.895744,6.87098e+06,16387.8,0,-18.5312,7615.15,0
2.152,0.00482643,0.011066,16.2574,-0.00121452,0.0017628,-0.437277,0.899324,6.87098e+06,16395.5,0,-18.5398,7615.15,0
2.153,0.0046456,0.0111687,16.2725,-0.00119556,0.00177654,-0.429952,0.902849,6.87098e+06,16403.1,0,-18.5484,7615.15,0
2.154,0.00446297,0.0112676,16.2876,-0.00117657,0.00179025,-0.422592,0.906317,6.87098e+06,16410.7,0,-18.5571,7615.15,0
2.155,0.00427858,0.0113625,16.3027,-0.00115755,0.00180393,-0.415197,0.909729,6.87098e+06,16418.3,0,-18.5657,7615.15,0
2.156,0.00409251,0.0114536,16.3178,-0.0011385,0.00181759,-0.407768,0.913083,6.87098e+06,16425.9,0,-18.5743,7615.15,0
2.157,0.00390481,0.0115406,16.333,-0.00111943,0.00183121,-0.400305,0.91638,6.87098e+06,16433.5,0,-18.5829,7615.15,0
2.158,0.00371554,0.0116236,16.3481,-0.00110034,0.0018448,-0.392808,0.919618,6.87098e+06,16441.1,0,-18.5915,7615.15,0
2.159,0.00352478,0.0117026,16.3633,-0.00108123,0.00185835,-0.385278,0.922798,6.87098e+06,16448.8,0,-18.6001,7615.15,0
2.16,0.00333258,0.0117774,16.3784,-0.00106211,0.00187185,-0.377715,0.925919,6.87098e+06,16456.4,0,-18.6087,7615.15,0
2.161,0.00313901,0.0118481,16.3936,-0.00104298,0.00188531,-0.37012,0.928981,6.87098e+06,16464,0,-18.6173,7615.15,0
2.162,0.00294414,0.0119146,16.4087,-0.00102384,0.00189872,-0.362493,0.931984,6.87098e+06,16471.6,0,-18.6259,7615.15,0
2.163,0.00274803,0.0119769,16.4239,-0.0010047,0.00191207,-0.354835,0.934927,6.87098e+06,16479.2,0,-18.6346,7615.15,0
2.164,0.00255075,0.012035,16.4391,-0.00098555,0.00192537,-0.347145,0.937809,6.87098e+06,16486.8,0,-18.6432,7615.15,0
2.165,0.00235236,0.0120887,16.4543,-0.000966406,0.0019386,-0.339425,0.940631,6.87098e+06,16494.5,0,-18.6518,7615.15,0
2.166,0.00215295,0.0121382,16.4695,-0.000947267,0.00195177,-0.331675,0.943391,6.87098e+06,16502.1,0,-18.6604,7615.15,0
2.167,0.00195257,0.0121833,16.4847,-0.000928134,0.00196488,-0.323895,0.94609,6.87098e+06,16509.7,0,-18.669,7615.15,0
2.168,0.0017513,0.012224,16.4999,-0.000909011,0.00197791,-0.316086,0.948728,6.87098e+06,16517.3,0,-18.6776,7615.15,0
2.169,0.0015492,0.0122603,16.5151,-0.0008899,0.00199086,-0.308249,0.951303,6.87098e+06,16524.9,0,-18.6862,7615.15,0
2.17,0.00134636,0.0122922,16.5303,-0.000870803,0.00200373,-0.300383,0.953816,6.87098e+06,16532.5,0,-18.6948,7615.15,0
2.171,0.00114284,0.0123197,16.5456,-0.000851724,0.00201652,-0.292489,0.956266,6.87098e+06,16540.1,0,-18.7034,7615.15,0
2.172,0.000938713,0.0123426,16.5608,-0.000832665,0.00202922,-0.284569,0.958653,6.87098e+06,16547.8,0,-18.7121,7615.15,0
2.173,0.000734056,0.0123611,16.576,-0.000813628,0.00204183,-0.276621,0.960977,6.87098e+06,16555.4,0,-18.7207,7615.15,0
2.174,0.000528941,0.0123751,16.5913,-0.000794615,0.00205434,-0.268647,0.963236,6.87098e+06,16563,0,-18.7293,7615.15,0
2.175,0.000323444,0.0123845,16.6066,-0.000775629,0.00206675,-0.260647,0.965432,6.87098e+06,16570.6,0,-18.7379,7615.15,0
2.176,0.000117639,0.0123894,16.6218,-0.000756671,0.00207906,-0.252622,0.967563,6.87098e+06,16578.2,0,-18.7465,7615.15,0
2.177,-8.83989e-05,0.0123897,16.6371,-0.000737745,0.00209125,-0.244572,0.969629,6.87098e+06,16585.8,0,-18.7551,7615.15,0
2.178,-0.000294593,0.0123855,16.6524,-0.000718851,0.00210333,-0.236498,0.97163,6.87098e+06,16593.5,0,-18.7637,7615.15,0
2.179,-0.000500868,0.0123766,16.6677,-0.000699992,0.0021153,-0.2284,0.973565,6.87098e+06,16601.1,0,-18.7723,7615.15,0
2.18,-0.000707146,0.0123632,16.6829,-0.00068117,0.00212714,-0.220278,0.975435,6.87098e+06,16608.7,0,-18.7809,7615.15,0
2.181,-0.000913351,0.0123452,16.6983,-0.000662386,0.00213886,-0.212134,0.977238,6.87098e+06,16616.3,0,-18.7896,7615.15,0
2.182,-0.00111941,0.0123225,16.7136,-0.000643643,0.00215044,-0.203968,0.978975,6.87098e+06,16623.9,0,-18.7982,7615.15,0
2.183,-0.00132523,0.0122953,16.7289,-0.000624941,0.00216189,-0.19578,0.980645,6.87098e+06,16631.5,0,-18.8068,7615.15,0
2.184,-0.00153075,0.0122634,16.7442,-0.000606282,0.0021732,-0.18757,0.982249,6.87098e+06,16639.1,0,-18.8154,7615.15,0
2.185,-0.00173589,0.0122269,16.7595,-0.000587669,0.00218437,-0.17934,0.983784,6.87098e+06,16646.8,0,-18.824,7615.15,0
2.186,-0.00194056,0.0121858,16.7749,-0.000569101,0.00219538,-0.17109,0.985253,6.87098e+06,16654.4,0,-18.8326,7615.15,0
2.187,-0.00214469,0.0121401,16.7902,-0.000550582,0.00220625,-0.162821,0.986653,6.87098e+06,16662,0,-18.8412,7615.15,0
2.188,-0.0023482,0.0120898,16.8056,-0.00053211,0.00221696,-0.154532,0.987985,6.87098e+06,16669.6,0,-18.8498,7615.15,0
2.189,-0.00255102,0.0120349,16.8209,-0.000513689,0.0022275,-0.146225,0.989249,6.87098e+06,16677.2,0,-18.8584,7615.15,0
2.19,-0.00275305,0.0119754,16.8363,-0.000495319,0.00223788,-0.1379,0.990444,6.87098e+06,16684.8,0,-18.8671,7615.15,0
2.191,-0.00295423,0.0119113,16.8516,-0.000477,0.00224809,-0.129557,0.991569,6.87098e+06,16692.4,0,-18.8757,7615.15,0
2.192,-0.00315448,0.0118426,16.867,-0.000458735,0.00225813,-0.121198,0.992626,6.87098e+06,16700.1,0,-18.8843,7615.15,0
2.193,-0.00335371,0.0117694,16.8824,-0.000440522,0.00226799,-0.112822,0.993612,6.87098e+06,16707.7,0,-18.8929,7615.15,0
2.194,-0.00355184,0.0116916,16.8978,-0.000422365,0.00227766,-0.104431,0.994529,6.87098e+06,16715.3,0,-18.9015,7615.15,0
2.195,-0.00374881,0.0116094,16.9132,-0.000404262,0.00228715,-0.0960249,0.995376,6.87098e+06,16722.9,0,-18.9101,7615.15,0
2.196,-0.00394452,0.0115226,16.9286,-0.000386214,0.00229644,-0.087604,0.996153,6.87098e+06,16730.5,0,-18.9187,7615.15,0
2.197,-0.0041389,0.0114313,16.944,-0.000368223,0.00230554,-0.0791692,0.996858,6.87098e+06,16738.1,0,-18.9273,7615.15,0
2.198,-0.00433188,0.0113356,16.9594,-0.000350288,0.00231444,-0.0707211,0.997493,6.87098e+06,16745.8,0,-18.9359,7615.15,0
2.199,-0.00452337,0.0112354,16.9749,-0.000332409,0.00232313,-0.0622602,0.998057,6.87098e+06,16753.4,0,-18.9446,7615.15,0
2.2,-0.00471329,0.0111308,16.9903,-0.000314588,0.00233162,-0.0537871,0.99855,6.87098e+06,16761,0,-18.9532,7615.15,0
2.201,-0.00490157,0.0110219,17.0057,-0.000296823,0.00233989,-0.0453024,0.998971,6.87098e+06,16768.6,0,-18.9618,7615.15,0
2.202,-0.00508813,0.0109086,17.0212,-0.000279115,0.00234795,-0.0368068,0.99932,6.87098e+06,16776.2,0,-18.9704,7615.15,0
2.203,-0.0052729,0.0107909,17.0366,-0.000261464,0.00235578,-0.0283007,0.999597,6.87098e+06,16783.8,0,-18.979,7615.15,0
2.204,-0.00545579,0.010669,17.0521,-0.000243871,0.00236339,-0.0197849,0.999801,6.87098e+06,16791.4,0,-18.9876,7615.15,0
2.205,-0.00563673,0.0105428,17.0676,-0.000226333,0.00237077,-0.0112599,0.999934,6.87098e+06,16799.1,0,-18.9962,7615.15,0
2.206,-0.00581565,0.0104125,17.0831,-0.000208852,0.00237792,-0.00272641,0.999993,6.87098e+06,16806.7,0,-19.0048,7615.15,0
2.207,-0.00599246,0.0102779,17.0985,-0.000191428,0.00238483,0.00581506,0.99998,6.87098e+06,16814.3,0,-19.0134,7615.15,0
2.208,-0.0061671,0.0101393,17.114,-0.000174058,0.0023915,0.0143638,0.999894,6.87098e+06,16821.9,0,-19.0221,7615.15,0
2.209,-0.00633948,0.0099965,17.1295,-0.000156744,0.00239793,0.0229193,0.999734,6.87098e+06,16829.5,0,-19.0307,7615.15,0
2.21,-0.00650954,0.00984969,17.145,-0.000139484,0.00240411,0.0314809,0.999501,6.87098e+06,16837.1,0,-19.0393,7615.15,0
2.211,-0.0066772,0.00969889,17.1605,-0.000122278,0.00241003,0.0400479,0.999195,6.87098e+06,16844.8,0,-19.0479,7615.15,0
2.212,-0.0068424,0.00954415,17.1761,-0.000105126,0.00241571,0.0486196,0.998814,6.87098e+06,16852.4,0,-19.0565,7615.15,0
2.213,-0.00700504,0.00938551,17.1916,-8.80249e-05,0.00242112,0.0571956,0.99836,6.87098e+06,16860,0,-19.0651,7615.15,0
2.214,-0.00716507,0.00922303,17.2071,-7.09756e-05,0.00242627,0.0657751,0.997832,6.87098e+06,16867.6,0,-19.0737,7615.15,0
2.215,-0.00732242,0.00905676,17.2227,-5.39767e-05,0.00243116,0.0743575,0.997229,6.87098e+06,16875.2,0,-19.0823,7615.15,0
2.216,-0.00747701,0.00888675,17.2382,-3.70272e-05,0.00243578,0.0829421,0.996551,6.87098e+06,16882.8,0,-19.0909,7615.15,0
2.217,-0.00762878,0.00871307,17.2538,-2.0126e-05,0.00244012,0.0915283,0.995799,6.87098e+06,16890.4,0,-19.0995,7615.15,0
2.218,-0.00777766,0.00853577,17.2693,-3.27191e-06,0.00244419,0.100115,0.994973,6.87098e+06,16898.1,0,-19.1082,7615.15,0
2.219,-0.00792357,0.00835492,17.2849,1.35362e-05,0.00244799,0.108703,0.994071,6.87098e+06,16905.7,0,-19.1168,7615.15,0
2.22,-0.00806646,0.00817057,17.3005,3.02997e-05,0.0024515,0.11729,0.993095,6.87098e+06,16913.3,0,-19.1254,7615.15,0
2.221,-0.00820626,0.00798279,17.316,4.70199e-05,0.00245473,0.125876,0.992043,6.87098e+06,16920.9,0,-19.134,7615.15,0
2.222,-0.0083429,0.00779166,17.3316,6.36981e-05,0.00245768,0.13446,0.990916,6.87098e+06,16928.5,0,-19.1426,7615.15,0
2.223,-0.00847632,0.00759723,17.3472,8.03359e-05,0.00246033,0.143042,0.989714,6.87098e+06,16936.1,0,-19.1512,7615.15,0
2.224,-0.00860646,0.00739957,17.3628,9.69347e-05,0.0024627,0.151621,0.988436,6.87098e+06,16943.7,0,-19.1598,7615.15,0
2.225,-0.00873326,0.00719876,17.3784,0.000113496,0.00246477,0.160196,0.987082,6.87098e+06,16951.4,0,-19.1684,7615.15,0
2.226,-0.00885665,0.00699488,17.3941,0.000130022,0.00246654,0.168767,0.985653,6.87098e+06,16959,0,-19.177,7615.15,0
2.227,-0.00897658,0.00678798,17.4097,0.000146513,0.00246802,0.177333,0.984148,6.87098e+06,16966.6,0,-19.1857,7615.15,0
2.228,-0.00909298,0.00657816,17.4253,0.000162972,0.00246919,0.185893,0.982567,6.87098e+06,16974.2,0,-19.1943,7615.15,0
2.229,-0.00920581,0.00636548,17.4409,0.0001794,0.00247006,0.194446,0.98091,6.87098e+06,16981.8,0,-19.2029,7615.15,0
2.23,-0.00931501,0.00615003,17.4566,0.000195799,0.00247063,0.202993,0.979177,6.87098e+06,16989.4,0,-19.2115,7615.15,0
2.231,-0.00942051,0.00593189,17.4722,0.000212171,0.00247089,0.211532,0.977368,6.87098e+06,16997.1,0,-19.2201,7615.15,0
2.232,-0.00952228,0.00571113,17.4879,0.000228518,0.00247085,0.220062,0.975483,6.87098e+06,17004.7,0,-19.2287,7615.15,0
2.233,-0.00962025,0.00548785,17.5036,0.000244841,0.00247049,0.228583,0.973521,6.87098e+06,17012.3,0,-19.2373,7615.15,0
2.234,-0.00971437,0.00526212,17.5192,0.000261143,0.00246983,0.237094,0.971483,6.87098e+06,17019.9,0,-19.2459,7615.15,0
2.235,-0.00980461,0.00503404,17.5349,0.000277425,0.00246885,0.245595,0.969369,6.87098e+06,17027.5,0,-19.2545,7615.15,0
2.236,-0.0098909,0.00480369,17.5506,0.000293689,0.00246756,0.254084,0.967179,6.87098e+06,17035.1,0,-19.2632,7615.15,0
2.237,-0.00997321,0.00457116,17.5663,0.000309938,0.00246595,0.262562,0.964912,6.87098e+06,17042.7,0,-19.2718,7615.15,0
2.238,-0.0100515,0.00433654,17.582,0.000326173,0.00246403,0.271026,0.962569,6.87098e+06,17050.4,0,-19.2804,7615.15,0
2.239,-0.0101257,0.00409992,17.5977,0.000342396,0.0024618,0.279478,0.960149,6.87098e+06,17058,0,-19.289,7615.15,0
2.24,-0.0101958,0.0038614,17.6134,0.00035861,0.00245924,0.287915,0.957653,6.87098e+06,17065.6,0,-19.2976,7615.15,0
2.241,-0.0102617,0.00362107,17.6291,0.000374815,0.00245637,0.296338,0.95508,6.87098e+06,17073.2,0,-19.3062,7615.15,0
2.242,-0.0103234,0.00337902,17.6449,0.000391016,0.00245318,0.304745,0.952431,6.87098e+06,17080.8,0,-19.3148,7615.15,0
2.243,-0.0103809,0.00313535,17.6606,0.000407212,0.00244967,0.313135,0.949705,6.87098e+06,17088.4,0,-19.3234,7615.15,0
2.244,-0.0104342,0.00289016,17.6763,0.000423407,0.00244584,0.321509,0.946903,6.87098e+06,17096.1,0,-19.332,7615.15,0
2.245,-0.0104831,0.00264355,17.6921,0.000439602,0.00244169,0.329865,0.944025,6.87098e+06,17103.7,0,-19.3407,7615.15,0
2.246,-0.0105277,0.00239562,17.7079,0.0004558,0.00243723,0.338203,0.94107,6.87098e+06,17111.3,0,-19.3493,7615.15,0
2.247,-0.0105679,0.00214646,17.7236,0.000472002,0.00243245,0.346522,0.938039,6.87098e+06,17118.9,0,-19.3579,7615.15,0
2.248,-0.0106038,0.00189618,17.7394,0.000488211,0.00242734,0.354821,0.934931,6.87098e+06,17126.5,0,-19.3665,7615.15,0
2.249,-0.0106352,0.00164488,17.7552,0.000504428,0.00242192,0.3631,0.931747,6.87098e+06,17134.1,0,-19.3751,7615.15,0
2.25,-0.0106622,0.00139267,17.771,0.000520656,0.00241618,0.371357,0.928487,6.87098e+06,17141.7,0,-19.3837,7615.15,0
2.251,-0.0106847,0.00113964,17.7867,0.000536895,0.00241013,0.379592,0.925151,6.87098e+06,17149.4,0,-19.3923,7615.15,0
2.252,-0.0107027,0.000885915,17.8025,0.000553149,0.00240376,0.387805,0.921738,6.87098e+06,17157,0,-19.4009,7615.15,0
2.253,-0.0107162,0.000631586,17.8183,0.000569419,0.00239707,0.395994,0.91825,6.87098e+06,17164.6,0,-19.4095,7615.15,0
2.254,-0.0107252,0.000376764,17.8342,0.000585707,0.00239007,0.404159,0.914685,6.87098e+06,17172.2,0,-19.4182,7615.15,0
2.255,-0.0107297,0.000121555,17.85,0.000602015,0.00238276,0.412299,0.911045,6.87098e+06,17179.8,0,-19.4268,7615.15,0
2.256,-0.0107295,-0.000133931,17.8658,0.000618344,0.00237514,0.420414,0.907329,6.87098e+06,17187.4,0,-19.4354,7615.15,0
2.257,-0.0107249,-0.000389587,17.8816,0.000634697,0.0023672,0.428502,0.903538,6.87098e+06,17195,0,-19.444,7615.15,0
2.258,-0.0107156,-0.000645303,17.8975,0.000651074,0.00235896,0.436563,0.89967,6.87098e+06,17202.7,0,-19.4526,7615.15,0
2.259,-0.0107018,-0.00090097,17.9133,0.000667478,0.00235041,0.444596,0.895728,6.87098e+06,17210.3,0,-19.4612,7615.15,0
2.26,-0.0106833,-0.00115648,17.9292,0.000683911,0.00234155,0.452601,0.89171,6.87098e+06,17217.9,0,-19.4698,7615.15,0
2.261,-0.0106603,-0.00141172,17.9451,0.000700372,0.0023324,0.460577,0.887617,6.87098e+06,17225.5,0,-19.4784,7615.15,0
2.262,-0.0106327,-0.00166657,17.9609,0.000716865,0.00232294,0.468522,0.883448,6.87098e+06,17233.1,0,-19.487,7615.15,0
2.263,-0.0106004,-0.00192094,17.9768,0.000733391,0.00231318,0.476437,0.879205,6.87098e+06,17240.7,0,-19.4957,7615.15,0
2.264,-0.0105636,-0.0021747,17.9927,0.000749951,0.00230312,0.48432,0.874887,6.87098e+06,17248.4,0,-19.5043,7615.15,0
2.265,-0.0105222,-0.00242775,18.0086,0.000766545,0.00229277,0.492172,0.870495,6.87098e+06,17256,0,-19.5129,7615.15,0
2.266,-0.0104762,-0.00267997,18.0245,0.000783177,0.00228213,0.49999,0.866028,6.87098e+06,17263.6,0,-19.5215,7615.15,0
2.267,-0.0104256,-0.00293125,18.0404,0.000799845,0.0022712,0.507774,0.861487,6.87098e+06,17271.2,0,-19.5301,7615.15,0
2.268,-0.0103704,-0.00318148,18.0563,0.000816553,0.00225999,0.515524,0.856872,6.87098e+06,17278.8,0,-19.5387,7615.15,0
2.269,-0.0103107,-0.00343055,18.0722,0.0008333,0.00224849,0.523239,0.852183,6.87098e+06,17286.4,0,-19.5473,7615.15,0
2.27,-0.0102464,-0.00367834,18.0881,0.000850087,0.0022367,0.530918,0.84742,6.87098e+06,17294,0,-19.5559,7615.15,0
2.271,-0.0101776,-0.00392474,18.1041,0.000866916,0.00222465,0.53856,0.842584,6.87098e+06,17301.7,0,-19.5645,7615.15,0
2.272,-0.0101043,-0.00416965,18.12,0.000883787,0.00221231,0.546165,0.837674,6.87098e+06,17309.3,0,-19.5732,7615.15,0
2.273,-0.0100265,-0.00441295,18.1359,0.000900701,0.00219971,0.553732,0.832692,6.87098e+06,17316.9,0,-19.5818,7615.15,0
2.274,-0.00994425,-0.00465452,18.1519,0.000917657,0.00218684,0.56126,0.827636,6.87098e+06,17324.5,0,-19.5904,7615.15,0
2.275,-0.00985754,-0.00489426,18.1679,0.000934658,0.0021737,0.568748,0.822508,6.87098e+06,17332.1,0,-19.599,7615.15,0
2.276,-0.00976642,-0.00513206,18.1838,0.000951703,0.00216031,0.576196,0.817308,6.87098e+06,17339.7,0,-19.6076,7615.15,0
2.277,-0.00967091,-0.0053678,18.1998,0.000968792,0.00214666,0.583603,0.812035,6.87098e+06,17347.4,0,-19.6162,7615.15,0
2.278,-0.00957104,-0.00560138,18.2158,0.000985926,0.00213275,0.590969,0.806691,6.87098e+06,17355,0,-19.6248,7615.15,0
2.279,-0.00946686,-0.00583268,18.2318,0.0010031,0.00211859,0.598291,0.801275,6.87098e+06,17362.6,0,-19.6334,7615.15,0
2.28,-0.00935838,-0.0060616,18.2478,0.00102033,0.00210419,0.605571,0.795788,6.87098e+06,17370.2,0,-19.642,7615.15,0
2.281,-0.00924565,-0.00628803,18.2638,0.00103759,0.00208955,0.612806,0.79023,6.87098e+06,17377.8,0,-19.6507,7615.15,0
2.282,-0.0091287,-0.00651186,18.2798,0.00105491,0.00207467,0.619997,0.784601,6.87098e+06,17385.4,0,-19.6593,7615.15,0
2.283,-0.00900759,-0.00673298,18.2958,0.00107226,0.00205956,0.627142,0.778902,6.87098e+06,17393,0,-19.6679,7615.15,0
2.284,-0.00888235,-0.00695129,18.3118,0.00108966,0.00204422,0.634241,0.773132,6.87098e+06,17400.7,0,-19.6765,7615.15,0
2.285,-0.00875302,-0.00716669,18.3278,0.0011071,0.00202865,0.641293,0.767293,6.87098e+06,17408.3,0,-19.6851,7615.15,0
2.286,-0.00861966,-0.00737906,18.3439,0.00112459,0.00201287,0.648297,0.761384,6.87098e+06,17415.9,0,-19.6937,7615.15,0
2.287,-0.00848232,-0.0075883,18.3599,0.00114211,0.00199686,0.655253,0.755406,6.87098e+06,17423.5,0,-19.7023,7615.15,0
2.288,-0.00834104,-0.00779432,18.376,0.00115968,0.00198065,0.66216,0.749359,6.87098e+06,17431.1,0,-19.7109,7615.15,0
2.289,-0.00819588,-0.007997,18.392,0.00117728,0.00196423,0.669017,0.743243,6.87098e+06,17438.7,0,-19.7195,7615.15,0
2.29,-0.0080469,-0.00819625,18.4081,0.00119492,0.00194761,0.675824,0.73706,6.87098e+06,17446.3,0,-19.7281,7615.15,0
2.291,-0.00789415,-0.00839198,18.4242,0.0012126,0.00193079,0.682579,0.730808,6.87098e+06,17454,0,-19.7368,7615.15,0
2.292,-0.00773769,-0.00858407,18.4403,0.00123032,0.00191377,0.689282,0.72449,6.87098e+06,17461.6,0,-19.7454,7615.15,0
